Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region,DeathRate,RecoveryRate
,Namibia,-22.9576,18.4904,2020-05-23,20,0,14,6,Africa,0.0,70.0
,Nepal,28.1667,84.25,2020-05-23,584,3,70,511,South-East Asia,0.51,11.99
Aruba,Netherlands,12.5211,-69.9683,2020-05-23,101,3,95,3,Europe,2.97,94.06
Curacao,Netherlands,12.1696,-68.99,2020-05-23,17,1,14,2,Europe,5.88,82.35
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-23,77,15,59,3,Europe,19.48,76.62
,Netherlands,52.1326,5.2913,2020-05-23,45064,5811,0,39253,Europe,12.89,0.0
,New Zealand,-40.9006,174.886,2020-05-23,1504,21,1456,27,Western Pacific,1.4,96.81
,Nicaragua,12.865416,-85.207229,2020-05-23,279,17,199,63,Americas,6.09,71.33
,Niger,17.607789,8.081666,2020-05-23,943,61,775,107,Africa,6.47,82.18
,Nigeria,9.082,8.6753,2020-05-23,7526,221,2174,5131,Africa,2.94,28.89
,North Macedonia,41.6086,21.7453,2020-05-23,1941,113,1411,417,Europe,5.82,72.69
,Norway,60.472,8.4689,2020-05-23,8346,235,7727,384,Europe,2.82,92.58
,Oman,21.512583,55.92325500000001,2020-05-23,7257,36,1848,5373,Eastern Mediterranean,0.5,25.47
,Pakistan,30.3753,69.3451,2020-05-23,54601,1133,17198,36270,Eastern Mediterranean,2.08,31.5
,Panama,8.538,-80.7821,2020-05-23,10577,299,6279,3999,Americas,2.83,59.36
,Papua New Guinea,-6.314993,143.95555,2020-05-23,8,0,8,0,Western Pacific,0.0,100.0
,Paraguay,-23.4425,-58.4438,2020-05-23,850,11,298,541,Americas,1.29,35.06
,Peru,-9.19,-75.0152,2020-05-23,115754,3373,47915,64466,Americas,2.91,41.39
,Philippines,12.879721,121.774017,2020-05-23,13777,863,3177,9737,Western Pacific,6.26,23.06
,Poland,51.9194,19.1451,2020-05-23,20931,993,8977,10961,Europe,4.74,42.89
,Portugal,39.3999,-8.2245,2020-05-23,30471,1302,7705,21464,Europe,4.27,25.29
,Qatar,25.3548,51.1839,2020-05-23,42213,21,8513,33679,Eastern Mediterranean,0.05,20.17
,Romania,45.9432,24.9668,2020-05-23,17857,1176,11187,5494,Europe,6.59,62.65
,Russia,61.52401,105.318756,2020-05-23,335882,3388,107936,224558,Europe,1.01,32.14
,Rwanda,-1.9403,29.8739,2020-05-23,325,0,227,98,Africa,0.0,69.85
,Saint Lucia,13.9094,-60.9789,2020-05-23,18,0,18,0,Americas,0.0,100.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-23,18,0,14,4,Americas,0.0,77.78
,San Marino,43.9424,12.4578,2020-05-23,665,42,266,357,Europe,6.32,40.0
,Saudi Arabia,23.885942,45.079162,2020-05-23,70161,379,41236,28546,Eastern Mediterranean,0.54,58.77
,Senegal,14.4974,-14.4524,2020-05-23,2976,34,1416,1526,Africa,1.14,47.58
,Serbia,44.0165,21.0059,2020-05-23,11092,238,5699,5155,Europe,2.15,51.38
,Seychelles,-4.6796,55.492,2020-05-23,11,0,11,0,Africa,0.0,100.0
,Singapore,1.2833,103.8333,2020-05-23,31068,23,13882,17163,Western Pacific,0.07,44.68
,Slovakia,48.669,19.699,2020-05-23,1504,28,1280,196,Europe,1.86,85.11
,Slovenia,46.1512,14.9955,2020-05-23,1468,106,1340,22,Europe,7.22,91.28
,Somalia,5.152149,46.199616,2020-05-23,1594,61,204,1329,Eastern Mediterranean,3.83,12.8
,South Africa,-30.5595,22.9375,2020-05-23,21343,407,10104,10832,Africa,1.91,47.34
,Spain,40.463667,-3.74922,2020-05-23,235290,28678,150376,56236,Europe,12.19,63.91
,Sri Lanka,7.873054,80.77179699999998,2020-05-23,1089,9,660,420,South-East Asia,0.83,60.61
,Sudan,12.8628,30.2176,2020-05-23,3628,146,424,3058,Eastern Mediterranean,4.02,11.69
,Suriname,3.9193,-56.0278,2020-05-23,11,1,9,1,Americas,9.09,81.82
,Sweden,60.128161,18.643501,2020-05-23,33188,3992,0,29196,Europe,12.03,0.0
,Switzerland,46.8182,8.2275,2020-05-23,30725,1905,28000,820,Europe,6.2,91.13
,Taiwan*,23.7,121.0,2020-05-23,441,7,411,23,Western Pacific,1.59,93.2
,Tanzania,-6.369028,34.888822,2020-05-23,509,21,183,305,Africa,4.13,35.95
,Thailand,15.870032,100.992541,2020-05-23,3040,56,2916,68,South-East Asia,1.84,95.92
,Togo,8.6195,0.8248,2020-05-23,373,12,133,228,Africa,3.22,35.66
,Trinidad and Tobago,10.6918,-61.2225,2020-05-23,116,8,108,0,Americas,6.9,93.1
,Tunisia,33.886917,9.537499,2020-05-23,1048,48,914,86,Eastern Mediterranean,4.58,87.21
,Turkey,38.9637,35.2433,2020-05-23,155686,4308,117602,33776,Europe,2.77,75.54
,Uganda,1.373333,32.290275,2020-05-23,198,0,68,130,Africa,0.0,34.34
,Ukraine,48.3794,31.1656,2020-05-23,20580,605,6929,13046,Europe,2.94,33.67
,United Arab Emirates,23.424076,53.847818,2020-05-23,28704,244,14495,13965,Eastern Mediterranean,0.85,50.5
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-23,128,9,81,38,Europe,7.03,63.28
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-23,129,1,61,67,Europe,0.78,47.29
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-23,558,45,515,-2,Europe,8.06,92.29
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-23,152,0,147,5,Europe,0.0,96.71
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-23,336,24,303,9,Europe,7.14,90.18
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-23,11,1,10,0,Europe,9.09,90.91
,United Kingdom,55.3781,-3.4360000000000004,2020-05-23,244332,36734,0,207598,Europe,15.03,0.0
,Uruguay,-32.5228,-55.7658,2020-05-23,764,22,616,126,Americas,2.88,80.63
,US,40.0,-100.0,2020-05-23,1630476,98146,361239,1171091,Americas,6.02,22.16
,Uzbekistan,41.377491,64.585262,2020-05-23,3115,13,2532,570,Europe,0.42,81.28
,Venezuela,6.4238,-66.5897,2020-05-23,1010,10,262,738,Americas,0.99,25.94
,Vietnam,14.058324,108.277199,2020-05-23,325,0,267,58,Western Pacific,0.0,82.15
,Zambia,-13.133897,27.849332,2020-05-23,920,7,336,577,Africa,0.76,36.52
,Zimbabwe,-19.015438,29.154857,2020-05-23,56,4,18,34,Africa,7.14,32.14
,Dominica,15.415,-61.371,2020-05-23,16,0,16,0,Americas,0.0,100.0
,Grenada,12.1165,-61.679,2020-05-23,22,0,17,5,Americas,0.0,77.27
,Mozambique,-18.665695,35.529562,2020-05-23,168,0,0,168,Africa,0.0,0.0
,Syria,34.802075,38.99681500000001,2020-05-23,70,4,0,66,Eastern Mediterranean,5.71,0.0
,Timor-Leste,-8.874217,125.727539,2020-05-23,24,0,0,24,South-East Asia,0.0,0.0
,Belize,17.1899,-88.4976,2020-05-23,18,2,16,0,Americas,11.11,88.89
,Laos,19.85627,102.495496,2020-05-23,19,0,14,5,Western Pacific,0.0,73.68
,Libya,26.3351,17.228331,2020-05-23,75,3,39,33,Eastern Mediterranean,4.0,52.0
,West Bank and Gaza,31.9522,35.2332,2020-05-23,423,3,348,72,Eastern Mediterranean,0.71,82.27
,Guinea-Bissau,11.8037,-15.1804,2020-05-23,1114,6,42,1066,Africa,0.54,3.77
,Mali,17.570692,-3.996166000000001,2020-05-23,1015,63,574,378,Africa,6.21,56.55
,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-23,15,0,15,0,Americas,0.0,100.0
Northwest Territories,Canada,64.8255,-124.8457,2020-05-23,5,0,0,5,Americas,0.0,0.0
Yukon,Canada,64.2823,-135.0,2020-05-23,11,0,0,11,Americas,0.0,0.0
,Kosovo,42.602636,20.902977,2020-05-23,1025,29,782,214,Europe,2.83,76.29
,Burma,21.9162,95.956,2020-05-23,201,6,120,75,South-East Asia,2.99,59.7
Anguilla,United Kingdom,18.2206,-63.0686,2020-05-23,3,0,3,0,Europe,0.0,100.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-23,8,1,6,1,Europe,12.5,75.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-23,12,1,10,1,Europe,8.33,83.33
,Botswana,-22.3285,24.6849,2020-05-23,30,1,19,10,Africa,3.33,63.33
,Burundi,-3.3731,29.9189,2020-05-23,42,1,20,21,Africa,2.38,47.62
,Sierra Leone,8.460555000000001,-11.779889,2020-05-23,621,39,241,341,Africa,6.28,38.81
,Malawi,-13.2543,34.3015,2020-05-23,82,3,28,51,Africa,3.66,34.15
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-23,13,0,13,0,Europe,0.0,100.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-23,1,0,1,0,Europe,0.0,100.0
,South Sudan,6.877000000000002,31.307,2020-05-23,655,8,6,641,Africa,1.22,0.92
,Western Sahara,24.2155,-12.8858,2020-05-23,6,0,6,0,Africa,0.0,100.0
,Sao Tome and Principe,0.1864,6.6131,2020-05-23,251,8,4,239,Africa,3.19,1.59
,Yemen,15.552727,48.516388,2020-05-23,212,39,11,162,Eastern Mediterranean,18.4,5.19
,Comoros,-11.6455,43.3333,2020-05-23,78,1,18,59,Africa,1.28,23.08
,Tajikistan,38.861,71.2761,2020-05-23,2738,44,1223,1471,Europe,1.61,44.67
,Lesotho,-29.61,28.2336,2020-05-23,2,0,0,2,Africa,0.0,0.0
,Afghanistan,33.93911,67.709953,2020-05-24,10582,218,1075,9289,Eastern Mediterranean,2.06,10.16
,Albania,41.1533,20.1683,2020-05-24,998,32,789,177,Europe,3.21,79.06
,Algeria,28.0339,1.6596,2020-05-24,8306,600,4784,2922,Africa,7.22,57.6
,Andorra,42.5063,1.5218,2020-05-24,762,51,653,58,Europe,6.69,85.7
,Angola,-11.2027,17.8739,2020-05-24,69,4,18,47,Africa,5.8,26.09
,Antigua and Barbuda,17.0608,-61.7964,2020-05-24,25,3,19,3,Americas,12.0,76.0
,Argentina,-38.4161,-63.6167,2020-05-24,12076,452,3732,7892,Americas,3.74,30.9
,Armenia,40.0691,45.0382,2020-05-24,6661,81,3064,3516,Europe,1.22,46.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-24,107,3,104,0,Western Pacific,2.8,97.2
New South Wales,Australia,-33.8688,151.2093,2020-05-24,3090,48,2656,386,Western Pacific,1.55,85.95
Northern Territory,Australia,-12.4634,130.8456,2020-05-24,29,0,29,0,Western Pacific,0.0,100.0
Queensland,Australia,-27.4698,153.0251,2020-05-24,1056,6,1038,12,Western Pacific,0.57,98.3
South Australia,Australia,-34.9285,138.6007,2020-05-24,439,4,435,0,Western Pacific,0.91,99.09
Tasmania,Australia,-42.8821,147.3272,2020-05-24,228,13,200,15,Western Pacific,5.7,87.72
Victoria,Australia,-37.8136,144.9631,2020-05-24,1605,19,1520,66,Western Pacific,1.18,94.7
Western Australia,Australia,-31.9505,115.8605,2020-05-24,560,9,549,2,Western Pacific,1.61,98.04
,Austria,47.5162,14.5501,2020-05-24,16503,640,15063,800,Europe,3.88,91.27
,Azerbaijan,40.1431,47.5769,2020-05-24,4122,49,2607,1466,Europe,1.19,63.25
,Bahamas,25.025885,-78.035889,2020-05-24,100,11,45,44,Americas,11.0,45.0
,Bahrain,26.0275,50.55,2020-05-24,9138,14,4587,4537,Eastern Mediterranean,0.15,50.2
,Bangladesh,23.685,90.3563,2020-05-24,33610,480,6901,26229,South-East Asia,1.43,20.53
,Barbados,13.1939,-59.5432,2020-05-24,92,7,70,15,Americas,7.61,76.09
,Belarus,53.7098,27.9534,2020-05-24,36198,199,14155,21844,Europe,0.55,39.1
,Belgium,50.8333,4.469936,2020-05-24,57092,9280,15272,32540,Europe,16.25,26.75
,Benin,9.3077,2.3158,2020-05-24,191,3,82,106,Africa,1.57,42.93
,Bhutan,27.5142,90.4336,2020-05-24,24,0,6,18,South-East Asia,0.0,25.0
,Bolivia,-16.2902,-63.5887,2020-05-24,6263,250,629,5384,Americas,3.99,10.04
,Bosnia and Herzegovina,43.9159,17.6791,2020-05-24,2401,144,1680,577,Europe,6.0,69.97
,Brazil,-14.235,-51.9253,2020-05-24,363211,22666,149911,190634,Americas,6.24,41.27
,Brunei,4.5353,114.7277,2020-05-24,141,1,137,3,Western Pacific,0.71,97.16
,Bulgaria,42.7339,25.4858,2020-05-24,2427,130,840,1457,Europe,5.36,34.61
,Burkina Faso,12.2383,-1.5616,2020-05-24,814,52,672,90,Africa,6.39,82.56
,Cabo Verde,16.5388,-23.0418,2020-05-24,380,3,155,222,Africa,0.79,40.79
,Cambodia,11.55,104.9167,2020-05-24,124,0,122,2,Western Pacific,0.0,98.39
,Cameroon,3.848,11.5021,2020-05-24,4890,165,1865,2860,Africa,3.37,38.14
Alberta,Canada,53.9333,-116.5765,2020-05-24,6860,135,0,6725,Americas,1.97,0.0
British Columbia,Canada,53.7267,-127.6476,2020-05-24,2517,157,0,2360,Americas,6.24,0.0
Manitoba,Canada,53.7609,-98.8139,2020-05-24,292,7,0,285,Americas,2.4,0.0
New Brunswick,Canada,46.5653,-66.4619,2020-05-24,121,0,0,121,Americas,0.0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-24,260,3,0,257,Americas,1.15,0.0
Nova Scotia,Canada,44.682,-63.7443,2020-05-24,1050,58,0,992,Americas,5.52,0.0
Ontario,Canada,51.2538,-85.3232,2020-05-24,26897,2181,0,24716,Americas,8.11,0.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-24,27,0,0,27,Americas,0.0,0.0
Quebec,Canada,52.9399,-73.5491,2020-05-24,47420,3985,0,43435,Americas,8.4,0.0
Saskatchewan,Canada,52.9399,-106.4509,2020-05-24,632,7,0,625,Americas,1.11,0.0
,Central African Republic,6.6111,20.9394,2020-05-24,604,1,22,581,Africa,0.17,3.64
,Chad,15.4542,18.7322,2020-05-24,675,60,215,400,Africa,8.89,31.85
,Chile,-35.6751,-71.543,2020-05-24,83996,718,28148,55130,Americas,0.85,33.51
Anhui,China,31.8257,117.2264,2020-05-24,991,6,985,0,Western Pacific,0.61,99.39
Beijing,China,40.1824,116.4142,2020-05-24,593,9,581,3,Western Pacific,1.52,97.98
Chongqing,China,30.0572,107.874,2020-05-24,579,6,573,0,Western Pacific,1.04,98.96
Fujian,China,26.0789,117.9874,2020-05-24,356,1,355,0,Western Pacific,0.28,99.72
Gansu,China,35.7518,104.2861,2020-05-24,139,2,137,0,Western Pacific,1.44,98.56
Guangdong,China,23.3417,113.4244,2020-05-24,1592,8,1581,3,Western Pacific,0.5,99.31
Guangxi,China,23.8298,108.7881,2020-05-24,254,2,252,0,Western Pacific,0.79,99.21
Guizhou,China,26.8154,106.8748,2020-05-24,147,2,145,0,Western Pacific,1.36,98.64
Hainan,China,19.1959,109.7453,2020-05-24,169,6,162,1,Western Pacific,3.55,95.86
Hebei,China,39.549,116.1306,2020-05-24,328,6,0,322,Western Pacific,1.83,0.0
Heilongjiang,China,47.862,127.7615,2020-05-24,945,13,932,0,Western Pacific,1.38,98.62
Henan,China,37.8957,114.9042,2020-05-24,1276,22,0,1254,Western Pacific,1.72,0.0
Hong Kong,China,22.3,114.2,2020-05-24,1065,4,1030,31,Western Pacific,0.38,96.71
Hubei,China,30.9756,112.2707,2020-05-24,68135,4512,63617,6,Western Pacific,6.62,93.37
Hunan,China,27.6104,111.7088,2020-05-24,1019,4,1015,0,Western Pacific,0.39,99.61
Inner Mongolia,China,44.0935,113.9448,2020-05-24,227,1,201,25,Western Pacific,0.44,88.55
Jiangsu,China,32.9711,119.455,2020-05-24,653,0,653,0,Western Pacific,0.0,100.0
Jiangxi,China,27.614,115.7221,2020-05-24,937,1,936,0,Western Pacific,0.11,99.89
Jilin,China,43.6661,126.1923,2020-05-24,155,2,128,25,Western Pacific,1.29,82.58
Liaoning,China,41.2956,122.6085,2020-05-24,149,2,145,2,Western Pacific,1.34,97.32
Macau,China,22.1667,113.55,2020-05-24,45,0,45,0,Western Pacific,0.0,100.0
Ningxia,China,37.2692,106.1655,2020-05-24,75,0,75,0,Western Pacific,0.0,100.0
Qinghai,China,35.7452,95.9956,2020-05-24,18,0,18,0,Western Pacific,0.0,100.0
Shaanxi,China,35.1917,108.8701,2020-05-24,308,3,305,0,Western Pacific,0.97,99.03
Shandong,China,36.3427,118.1498,2020-05-24,788,7,780,1,Western Pacific,0.89,98.98
Shanghai,China,31.202,121.4491,2020-05-24,668,7,648,13,Western Pacific,1.05,97.01
Shanxi,China,37.5777,112.2922,2020-05-24,198,0,198,0,Western Pacific,0.0,100.0
Sichuan,China,30.6171,102.7103,2020-05-24,564,3,558,3,Western Pacific,0.53,98.94
Tianjin,China,39.3054,117.323,2020-05-24,192,3,188,1,Western Pacific,1.56,97.92
Tibet,China,31.6927,88.0924,2020-05-24,1,0,1,0,Western Pacific,0.0,100.0
Xinjiang,China,41.1129,85.2401,2020-05-24,76,3,73,0,Western Pacific,3.95,96.05
Yunnan,China,24.974,101.487,2020-05-24,185,2,183,0,Western Pacific,1.08,98.92
Zhejiang,China,29.1832,120.0934,2020-05-24,1268,1,1267,0,Western Pacific,0.08,99.92
,Colombia,4.5709,-74.2973,2020-05-24,21175,727,5016,15432,Americas,3.43,23.69
,Congo (Brazzaville),-0.228,15.8277,2020-05-24,487,16,147,324,Africa,3.29,30.18
,Congo (Kinshasa),-4.0383,21.7587,2020-05-24,2141,63,317,1761,Africa,2.94,14.81
,Costa Rica,9.7489,-83.7534,2020-05-24,930,10,620,300,Americas,1.08,66.67
,Cote d'Ivoire,7.54,-5.5471,2020-05-24,2376,30,1219,1127,Africa,1.26,51.3
,Croatia,45.1,15.2,2020-05-24,2244,99,2027,118,Europe,4.41,90.33
,Cuba,21.521757,-77.78116700000002,2020-05-24,1941,82,1689,170,Americas,4.22,87.02
,Cyprus,35.1264,33.4299,2020-05-24,935,17,594,324,Europe,1.82,63.53
,Czechia,49.8175,15.473,2020-05-24,8955,315,6078,2562,Europe,3.52,67.87
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-24,187,0,187,0,Europe,0.0,100.0
Greenland,Greenland,71.7069,-42.6043,2020-05-24,12,0,11,1,Europe,0.0,91.67
,Denmark,56.2639,9.5018,2020-05-24,11360,562,9900,898,Europe,4.95,87.15
,Djibouti,11.8251,42.5903,2020-05-24,2270,10,1064,1196,Eastern Mediterranean,0.44,46.87
,Dominican Republic,18.7357,-70.1627,2020-05-24,14801,458,8133,6210,Americas,3.09,54.95
,Ecuador,-1.8312,-78.1834,2020-05-24,36756,3108,3560,30088,Americas,8.46,9.69
,Egypt,26.820553000000004,30.802498,2020-05-24,17265,764,4807,11694,Eastern Mediterranean,4.43,27.84
,El Salvador,13.7942,-88.8965,2020-05-24,1915,35,633,1247,Americas,1.83,33.05
,Equatorial Guinea,1.6508,10.2679,2020-05-24,960,11,165,784,Africa,1.15,17.19
,Eritrea,15.1794,39.7823,2020-05-24,39,0,39,0,Africa,0.0,100.0
,Estonia,58.5953,25.0136,2020-05-24,1823,64,1532,227,Europe,3.51,84.04
,Eswatini,-26.5225,31.4659,2020-05-24,250,2,156,92,Africa,0.8,62.4
,Ethiopia,9.145,40.4897,2020-05-24,582,5,152,425,Africa,0.86,26.12
,Fiji,-17.7134,178.065,2020-05-24,18,0,15,3,Western Pacific,0.0,83.33
,Finland,61.92411,25.748151,2020-05-24,6579,307,4800,1472,Europe,4.67,72.96
French Guiana,France,3.9339,-53.1258,2020-05-24,328,1,145,182,Europe,0.3,44.21
French Polynesia,France,-17.6797,149.4068,2020-05-24,60,0,60,0,Europe,0.0,100.0
Guadeloupe,France,16.265,-61.551,2020-05-24,161,14,115,32,Europe,8.7,71.43
Mayotte,France,-12.8275,45.166244,2020-05-24,1587,20,894,673,Europe,1.26,56.33
New Caledonia,France,-20.904305,165.618042,2020-05-24,18,0,18,0,Europe,0.0,100.0
Reunion,France,-21.1151,55.5364,2020-05-24,452,1,411,40,Europe,0.22,90.93
Saint Barthelemy,France,17.9,-62.8333,2020-05-24,6,0,6,0,Europe,0.0,100.0
St Martin,France,18.0708,-63.0501,2020-05-24,40,3,33,4,Europe,7.5,82.5
Martinique,France,14.6415,-61.0242,2020-05-24,197,14,91,92,Europe,7.11,46.19
,France,46.2276,2.2137,2020-05-24,179859,28317,62961,88581,Europe,15.74,35.01
,Gabon,-0.8037,11.6094,2020-05-24,1934,12,459,1463,Africa,0.62,23.73
,Gambia,13.4432,-15.3101,2020-05-24,25,1,13,11,Africa,4.0,52.0
,Georgia,42.3154,43.3569,2020-05-24,730,12,522,196,Europe,1.64,71.51
,Germany,51.165691,10.451526,2020-05-24,180328,8283,160281,11764,Europe,4.59,88.88
,Ghana,7.9465,-1.0232,2020-05-24,6683,32,1998,4653,Africa,0.48,29.9
,Greece,39.0742,21.8243,2020-05-24,2878,171,1374,1333,Europe,5.94,47.74
,Guatemala,15.7835,-90.2308,2020-05-24,3424,58,258,3108,Americas,1.69,7.54
,Guinea,9.9456,-9.6966,2020-05-24,3275,20,1673,1582,Africa,0.61,51.08
,Guyana,4.860416000000002,-58.93018000000001,2020-05-24,135,10,62,63,Americas,7.41,45.93
,Haiti,18.9712,-72.2852,2020-05-24,865,26,22,817,Americas,3.01,2.54
,Holy See,41.9029,12.4534,2020-05-24,12,0,2,10,Europe,0.0,16.67
,Honduras,15.2,-86.2419,2020-05-24,3950,180,468,3302,Americas,4.56,11.85
,Hungary,47.1625,19.5033,2020-05-24,3741,486,1690,1565,Europe,12.99,45.18
,Iceland,64.9631,-19.0208,2020-05-24,1804,10,1791,3,Europe,0.55,99.28
,India,20.593684,78.96288,2020-05-24,138536,4024,57692,76820,South-East Asia,2.9,41.64
,Indonesia,-0.7893,113.9213,2020-05-24,22271,1372,5402,15497,South-East Asia,6.16,24.26
,Iran,32.427908,53.68804599999999,2020-05-24,135701,7417,105801,22483,Eastern Mediterranean,5.47,77.97
,Iraq,33.223191,43.679291,2020-05-24,4469,160,2738,1571,Eastern Mediterranean,3.58,61.27
,Ireland,53.1424,-7.6921,2020-05-24,24639,1608,21060,1971,Europe,6.53,85.47
,Israel,31.046051,34.851612,2020-05-24,16717,279,14153,2285,Europe,1.67,84.66
,Italy,41.87194,12.56738,2020-05-24,229858,32785,140479,56594,Europe,14.26,61.12
,Jamaica,18.1096,-77.2975,2020-05-24,552,9,211,332,Americas,1.63,38.22
,Japan,36.204824,138.252924,2020-05-24,16451,852,13413,2186,Western Pacific,5.18,81.53
,Jordan,31.24,36.51,2020-05-24,708,9,471,228,Eastern Mediterranean,1.27,66.53
,Kazakhstan,48.0196,66.9237,2020-05-24,8531,35,4352,4144,Europe,0.41,51.01
,Kenya,-0.0236,37.9062,2020-05-24,1214,51,383,780,Africa,4.2,31.55
,South Korea,35.90775700000001,127.766922,2020-05-24,11206,267,10226,713,Western Pacific,2.38,91.25
,Kuwait,29.31166,47.481766,2020-05-24,21302,156,6117,15029,Eastern Mediterranean,0.73,28.72
,Kyrgyzstan,41.20438,74.766098,2020-05-24,1403,14,980,409,Europe,1.0,69.85
,Latvia,56.8796,24.6032,2020-05-24,1047,22,712,313,Europe,2.1,68.0
,Lebanon,33.8547,35.8623,2020-05-24,1114,26,688,400,Eastern Mediterranean,2.33,61.76
,Liberia,6.4280550000000005,-9.429499,2020-05-24,265,26,139,100,Africa,9.81,52.45
,Liechtenstein,47.14,9.55,2020-05-24,82,1,81,0,Europe,1.22,98.78
,Lithuania,55.1694,23.8813,2020-05-24,1623,63,1138,422,Europe,3.88,70.12
,Luxembourg,49.8153,6.1296,2020-05-24,3992,110,3767,115,Europe,2.76,94.36
,Madagascar,-18.766947,46.869107,2020-05-24,527,2,142,383,Africa,0.38,26.94
,Malaysia,4.210483999999999,101.975766,2020-05-24,7245,115,5945,1185,Western Pacific,1.59,82.06
,Maldives,3.2028,73.2207,2020-05-24,1371,4,144,1223,South-East Asia,0.29,10.5
,Malta,35.9375,14.3754,2020-05-24,610,6,476,128,Europe,0.98,78.03
,Mauritania,21.0079,-10.9408,2020-05-24,237,6,15,216,Africa,2.53,6.33
,Mauritius,-20.348404,57.552152,2020-05-24,334,10,322,2,Africa,2.99,96.41
,Mexico,23.6345,-102.5528,2020-05-24,68620,7394,46979,14247,Americas,10.78,68.46
,Moldova,47.4116,28.3699,2020-05-24,7093,250,3713,3130,Europe,3.52,52.35
,Monaco,43.7333,7.4167,2020-05-24,98,4,90,4,Europe,4.08,91.84
,Mongolia,46.8625,103.8467,2020-05-24,141,0,32,109,Western Pacific,0.0,22.7
,Montenegro,42.708678000000006,19.37439,2020-05-24,324,9,315,0,Europe,2.78,97.22
,Morocco,31.7917,-7.0926,2020-05-24,7433,199,4703,2531,Eastern Mediterranean,2.68,63.27
,Namibia,-22.9576,18.4904,2020-05-24,21,0,14,7,Africa,0.0,66.67
,Nepal,28.1667,84.25,2020-05-24,603,3,87,513,South-East Asia,0.5,14.43
Aruba,Netherlands,12.5211,-69.9683,2020-05-24,101,3,95,3,Europe,2.97,94.06
Curacao,Netherlands,12.1696,-68.99,2020-05-24,17,1,14,2,Europe,5.88,82.35
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-24,77,15,59,3,Europe,19.48,76.62
,Netherlands,52.1326,5.2913,2020-05-24,45236,5822,0,39414,Europe,12.87,0.0
,New Zealand,-40.9006,174.886,2020-05-24,1504,21,1456,27,Western Pacific,1.4,96.81
,Nicaragua,12.865416,-85.207229,2020-05-24,279,17,199,63,Americas,6.09,71.33
,Niger,17.607789,8.081666,2020-05-24,945,61,783,101,Africa,6.46,82.86
,Nigeria,9.082,8.6753,2020-05-24,7839,226,2263,5350,Africa,2.88,28.87
,North Macedonia,41.6086,21.7453,2020-05-24,1978,113,1422,443,Europe,5.71,71.89
,Norway,60.472,8.4689,2020-05-24,8352,235,7727,390,Europe,2.81,92.52
,Oman,21.512583,55.92325500000001,2020-05-24,7770,37,1933,5800,Eastern Mediterranean,0.48,24.88
,Pakistan,30.3753,69.3451,2020-05-24,56349,1167,17482,37700,Eastern Mediterranean,2.07,31.02
,Panama,8.538,-80.7821,2020-05-24,10926,306,6279,4341,Americas,2.8,57.47
,Papua New Guinea,-6.314993,143.95555,2020-05-24,8,0,8,0,Western Pacific,0.0,100.0
,Paraguay,-23.4425,-58.4438,2020-05-24,862,11,307,544,Americas,1.28,35.61
,Peru,-9.19,-75.0152,2020-05-24,119959,3456,49795,66708,Americas,2.88,41.51
,Philippines,12.879721,121.774017,2020-05-24,14035,868,3249,9918,Western Pacific,6.18,23.15
,Poland,51.9194,19.1451,2020-05-24,21326,996,9194,11136,Europe,4.67,43.11
,Portugal,39.3999,-8.2245,2020-05-24,30623,1316,17549,11758,Europe,4.3,57.31
,Qatar,25.3548,51.1839,2020-05-24,43714,23,9170,34521,Eastern Mediterranean,0.05,20.98
,Romania,45.9432,24.9668,2020-05-24,18070,1185,11399,5486,Europe,6.56,63.08
,Russia,61.52401,105.318756,2020-05-24,344481,3541,113299,227641,Europe,1.03,32.89
,Rwanda,-1.9403,29.8739,2020-05-24,327,0,237,90,Africa,0.0,72.48
,Saint Lucia,13.9094,-60.9789,2020-05-24,18,0,18,0,Americas,0.0,100.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-24,18,0,14,4,Americas,0.0,77.78
,San Marino,43.9424,12.4578,2020-05-24,665,42,266,357,Europe,6.32,40.0
,Saudi Arabia,23.885942,45.079162,2020-05-24,72560,390,43520,28650,Eastern Mediterranean,0.54,59.98
,Senegal,14.4974,-14.4524,2020-05-24,3047,35,1456,1556,Africa,1.15,47.78
